138
0	43	2	0	12	2	2	0	0	0	0	0	0	0	0	
1	43	12	2	12	2	2	0	0	0	0	0	0	0	0	
2	43	0	4	12	2	2	0	0	0	0	0	0	0	0	
3	94	8	8	12	2	3	0	0	0	0	0	0	0	0	
4	43	0	12	12	2	2	0	0	0	0	0	0	0	0	
5	39	8	6	12	2	1	0	0	0	0	0	0	0	0	
6	43	8	0	12	2	2	0	0	0	0	0	0	0	0	
7	43	0	8	12	2	2	0	0	0	0	0	0	0	0	
8	43	6	0	12	2	2	0	0	0	0	0	0	0	0	
9	43	12	10	12	2	2	0	0	0	0	0	0	0	0	
10	43	12	0	12	2	2	0	0	0	0	0	0	0	0	
11	37	2	6	12	2	2	0	0	0	0	0	0	0	0	
12	74	4	4	12	2	2	0	0	0	0	0	0	0	0	
13	43	10	12	12	2	2	0	0	0	0	0	0	0	0	
14	37	4	6	12	2	2	0	0	0	0	0	0	0	0	
15	43	0	2	12	2	2	0	0	0	0	0	0	0	0	
16	94	8	4	12	2	2	0	0	0	0	0	0	0	0	
17	37	10	7	12	2	2	0	0	0	0	0	0	0	0	
18	43	6	12	12	2	2	0	0	0	0	0	0	0	0	
19	43	12	4	12	2	2	0	0	0	0	0	0	0	0	
20	43	0	0	12	2	2	0	0	0	0	0	0	0	0	
21	39	6	4	12	2	2	0	0	0	0	0	0	0	0	
22	43	8	12	12	2	2	0	0	0	0	0	0	0	0	
23	42	12	6	12	2	2	0	0	0	0	0	0	0	0	
24	43	12	8	12	2	2	0	0	0	0	0	0	0	0	
25	43	10	0	12	2	2	0	0	0	0	0	0	0	0	
26	43	4	12	12	2	2	0	0	0	0	0	0	0	0	
27	34	2	2	-999	-999	3	0	0	0	0	0	0	0	0	
28	74	4	8	12	2	3	0	0	0	0	0	0	0	0	
29	42	0	6	12	2	2	0	0	0	0	0	0	0	0	
30	37	14	2	-999	-999	2	0	0	0	0	0	0	0	0	
31	0	0	10	-999	-999	2	6	2	1	0	0	0	0	0	
32	37	8	8	-999	-999	2	0	0	0	0	0	0	0	0	
33	4	2	10	-999	-999	2	6	2	1	0	0	0	0	0	
34	34	4	2	-999	-999	3	0	0	0	0	0	0	0	0	
35	34	0	8	-999	-999	3	0	0	0	0	0	0	0	0	
36	34	4	8	-999	-999	3	0	0	0	0	0	0	0	0	
37	43	0	10	12	2	2	0	0	0	0	0	0	0	0	
38	43	2	12	12	2	2	0	0	0	0	0	0	0	0	
39	34	0	2	-999	-999	3	0	0	0	0	0	0	0	0	
40	34	4	20	-999	-999	2	0	0	0	0	0	0	0	0	
41	37	8	4	-999	-999	1	0	0	0	0	0	0	0	0	
42	37	8	6	-999	-999	2	0	0	0	0	0	0	0	0	
43	3	0	6	-999	-999	2	4	2	1	0	0	0	0	0	
44	37	8	2	-999	-999	2	0	0	0	0	0	0	0	0	
45	3	2	4	-999	-999	2	2	2	1	0	0	0	0	0	
46	37	6	8	-999	-999	1	0	0	0	0	0	0	0	0	
47	4	0	4	-999	-999	2	2	2	1	0	0	0	0	0	
48	2	4	0	-999	-999	2	0	2	1	0	0	0	0	0	
49	34	2	8	-999	-999	3	0	0	0	0	0	0	0	0	
50	1	2	6	-999	-999	2	4	2	1	0	0	0	0	0	
51	1	2	0	-999	-999	2	0	2	1	0	0	0	0	0	
52	37	6	2	-999	-999	1	0	0	0	0	0	0	0	0	
53	43	12	12	12	2	2	0	0	0	0	0	0	0	0	
54	2	4	4	-999	-999	2	2	2	1	0	0	0	0	0	
55	2	4	10	-999	-999	2	6	2	1	0	0	0	0	0	
56	0	4	6	-999	-999	2	4	2	1	0	0	0	0	0	
