474
0	16	0	22	-999	-999	2	1000	0	0	0	0	0	0	0	
1	12	2	22	-999	-999	2	1000	0	0	0	0	0	0	0	
2	13	4	22	-999	-999	2	1000	0	0	0	0	0	0	0	
3	15	6	22	-999	-999	2	1000	0	0	0	0	0	0	0	
4	14	8	22	-999	-999	2	1000	0	0	0	0	0	0	0	
5	12	10	22	-999	-999	2	1000	0	0	0	0	0	0	0	
6	16	12	22	-999	-999	2	1000	0	0	0	0	0	0	0	
7	13	14	22	-999	-999	2	1000	0	0	0	0	0	0	0	
8	14	16	22	-999	-999	2	1000	0	0	0	0	0	0	0	
9	13	18	22	-999	-999	2	1000	0	0	0	0	0	0	0	
10	15	20	22	-999	-999	2	1000	0	0	0	0	0	0	0	
11	12	22	22	-999	-999	2	1000	0	0	0	0	0	0	0	
12	40	2	20	-999	-999	2	0	0	0	0	0	0	0	0	
13	40	4	20	-999	-999	2	0	0	0	0	0	0	0	0	
14	40	6	20	-999	-999	2	0	0	0	0	0	0	0	0	
15	40	8	20	-999	-999	2	0	0	0	0	0	0	0	0	
16	40	10	20	-999	-999	2	0	0	0	0	0	0	0	0	
17	40	12	20	-999	-999	2	0	0	0	0	0	0	0	0	
18	40	14	20	-999	-999	2	0	0	0	0	0	0	0	0	
19	40	16	20	-999	-999	2	0	0	0	0	0	0	0	0	
20	40	18	20	-999	-999	2	0	0	0	0	0	0	0	0	
21	40	20	20	-999	-999	2	0	0	0	0	0	0	0	0	
22	40	22	20	-999	-999	2	0	0	0	0	0	0	0	0	
23	37	0	20	-999	-999	2	0	0	0	0	0	0	0	0	
24	78	6	4	22	18	2	0	0	0	0	0	0	0	0	
25	76	22	16	-999	-999	3	0	0	0	0	0	0	0	0	
26	37	16	14	-999	-999	2	0	0	0	0	0	0	0	0	
27	43	10	12	22	18	2	0	0	0	0	0	0	0	0	
28	43	0	12	22	18	2	0	0	0	0	0	0	0	0	
29	37	22	10	-999	-999	0	0	0	0	0	0	0	0	0	
30	43	12	0	22	18	2	0	0	0	0	0	0	0	0	
31	74	0	12	-999	-999	2	0	0	0	0	0	0	0	0	
32	37	6	10	22	18	2	0	0	0	0	0	0	0	0	
33	43	0	2	22	18	2	0	0	0	0	0	0	0	0	
34	37	6	10	0	18	2	0	0	0	0	0	0	0	0	
35	43	12	10	22	18	2	0	0	0	0	0	0	0	0	
