143
0	40	20	8	-999	-999	2	0	0	0	0	0	0	0	0	
1	40	12	20	-999	-999	2	0	0	0	0	0	0	0	0	
2	40	8	22	-999	-999	2	0	0	0	0	0	0	0	0	
3	40	0	20	-999	-999	2	0	0	0	0	0	0	0	0	
4	40	14	0	-999	-999	2	0	0	0	0	0	0	0	0	
5	35	20	6	-999	-999	2	0	0	0	0	0	0	0	0	
6	40	10	22	-999	-999	2	0	0	0	0	0	0	0	0	
7	40	16	22	-999	-999	2	0	0	0	0	0	0	0	0	
8	40	12	4	-999	-999	2	0	0	0	0	0	0	0	0	
9	12	12	10	-999	-999	2	100000	0	0	0	0	0	0	0	
10	40	22	22	-999	-999	2	0	0	0	0	0	0	0	0	
11	40	12	8	-999	-999	2	0	0	0	0	0	0	0	0	
12	40	22	8	-999	-999	2	0	0	0	0	0	0	0	0	
13	40	2	18	-999	-999	2	0	0	0	0	0	0	0	0	
14	40	18	20	-999	-999	2	0	0	0	0	0	0	0	0	
15	40	14	8	-999	-999	2	0	0	0	0	0	0	0	0	
16	14	16	10	-999	-999	2	100000	0	0	0	0	0	0	0	
17	40	14	20	-999	-999	2	0	0	0	0	0	0	0	0	
18	40	2	20	-999	-999	2	0	0	0	0	0	0	0	0	
19	35	18	6	-999	-999	2	0	0	0	0	0	0	0	0	
20	40	14	22	-999	-999	2	0	0	0	0	0	0	0	0	
21	35	16	4	-999	-999	2	0	0	0	0	0	0	0	0	
22	35	16	6	-999	-999	2	0	0	0	0	0	0	0	0	
23	40	16	8	-999	-999	2	0	0	0	0	0	0	0	0	
24	40	20	20	-999	-999	2	0	0	0	0	0	0	0	0	
25	40	20	22	-999	-999	2	0	0	0	0	0	0	0	0	
26	40	22	20	-999	-999	2	0	0	0	0	0	0	0	0	
27	40	6	20	-999	-999	2	0	0	0	0	0	0	0	0	
28	40	6	22	-999	-999	2	0	0	0	0	0	0	0	0	
29	40	8	20	-999	-999	2	0	0	0	0	0	0	0	0	
30	40	0	22	-999	-999	2	0	0	0	0	0	0	0	0	
31	40	18	22	-999	-999	2	0	0	0	0	0	0	0	0	
32	40	14	6	-999	-999	2	0	0	0	0	0	0	0	0	
33	40	16	20	-999	-999	2	0	0	0	0	0	0	0	0	
34	40	4	20	-999	-999	2	0	0	0	0	0	0	0	0	
35	40	4	22	-999	-999	2	0	0	0	0	0	0	0	0	
